27659	Salvatore Sirigu	9847	Paris Saint-Germain	2012/2013	bramkarz	33	17	22	0.66666666666666666667	1
27299	Manuel Neuer	9823	FC Bayern Munich	2014/2015	bramkarz	31	17	20	0.64516129032258064516	1
30726	Edwin van der Sar	10260	Manchester United	2008/2009	bramkarz	33	22	21	0.63636363636363636364	1
95336	Fraser Forster	9925	Celtic	2011/2012	bramkarz	33	20	21	0.63636363636363636364	1
177126	Jan Oblak	9906	Atlético Madrid	2015/2016	bramkarz	38	18	24	0.63157894736842105263	1
37421	Claudio Bravo	8634	FC Barcelona	2014/2015	bramkarz	37	19	23	0.62162162162162162162	2
32562	Craig Gordon	9925	Celtic	2014/2015	bramkarz	33	14	20	0.60606060606060606061	3
30717	Gianluigi Buffon	9885	Juventus	2015/2016	bramkarz	35	17	21	0.6	2
30717	Gianluigi Buffon	9885	Juventus	2011/2012	bramkarz	32	15	19	0.59375	2
27299	Manuel Neuer	9823	FC Bayern Munich	2015/2016	bramkarz	34	17	20	0.58823529411764705882	3
95336	Fraser Forster	9925	Celtic	2010/2011	bramkarz	36	22	21	0.58333333333333333333	1
32746	Morgan De Sanctis	8686	Roma	2013/2014	bramkarz	36	23	21	0.58333333333333333333	1
27299	Manuel Neuer	9823	FC Bayern Munich	2012/2013	bramkarz	31	18	18	0.58064516129032258065	2
30717	Gianluigi Buffon	9885	Juventus	2013/2014	bramkarz	33	21	19	0.57575757575757575758	2
30841	Maarten Stekelenburg	8593	Ajax	2009/2010	bramkarz	33	20	19	0.57575757575757575758	1
95336	Fraser Forster	9925	Celtic	2013/2014	bramkarz	37	22	21	0.56756756756756756757	3
25540	Vincent Enyeama	8639	LOSC Lille	2013/2014	bramkarz	38	26	21	0.55263157894736842105	4
212512	Jasper Cillessen	8593	Ajax	2015/2016	bramkarz	33	21	18	0.54545454545454545455	4
37193	Michel Vorm	9908	FC Utrecht	2009/2010	bramkarz	33	29	18	0.54545454545454545455	2
30717	Gianluigi Buffon	9885	Juventus	2014/2015	bramkarz	33	20	18	0.54545454545454545455	4
30859	Petr Cech	8455	Chelsea	2008/2009	bramkarz	35	24	19	0.54285714285714285714	2
145550	Kevin Trapp	9847	Paris Saint-Germain	2015/2016	bramkarz	35	19	19	0.54285714285714285714	5
34530	Christian Abbiati	8564	Milan	2010/2011	bramkarz	35	19	19	0.54285714285714285714	2
115184	Danijel Subasic	9829	AS Monaco	2014/2015	bramkarz	37	25	20	0.54054054054054054054	5
170323	Thibaut Courtois	9906	Atlético Madrid	2012/2013	bramkarz	37	29	20	0.54054054054054054054	3
170323	Thibaut Courtois	9906	Atlético Madrid	2013/2014	bramkarz	37	24	20	0.54054054054054054054	5
32657	Victor Valdes	8634	FC Barcelona	2010/2011	bramkarz	32	16	17	0.53125	3
30660	Pepe Reina	8650	Liverpool	2008/2009	bramkarz	38	27	20	0.52631578947368421053	3
32657	Victor Valdes	8634	FC Barcelona	2009/2010	bramkarz	38	24	20	0.52631578947368421053	3
27299	Manuel Neuer	9823	FC Bayern Munich	2011/2012	bramkarz	33	22	17	0.51515151515151515152	3
26168	Cedric Carrasso	9941	Toulouse FC	2008/2009	bramkarz	37	26	19	0.51351351351351351351	4
27659	Salvatore Sirigu	9847	Paris Saint-Germain	2013/2014	bramkarz	37	23	19	0.51351351351351351351	6
37421	Claudio Bravo	8634	FC Barcelona	2015/2016	bramkarz	32	22	16	0.5	6
40604	Rui Patricio	9768	Sporting CP	2015/2016	bramkarz	34	21	17	0.5	6
26536	Sander Boschker	8611	FC Twente	2009/2010	bramkarz	34	23	17	0.5	4
30859	Petr Cech	8455	Chelsea	2009/2010	bramkarz	34	26	17	0.5	4
112978	Roman Buerki	9956	Grasshopper Club Zürich	2012/2013	bramkarz	34	29	17	0.5	4
30717	Gianluigi Buffon	9885	Juventus	2012/2013	bramkarz	32	19	16	0.5	4
190741	Ali Ahamada	9941	Toulouse FC	2011/2012	bramkarz	38	34	19	0.5	4
26523	Nicolas Douchez	9851	Stade Rennais FC	2008/2009	bramkarz	37	31	18	0.48648648648648648649	5
23114	Dean Brill	8066	Inverness Caledonian Thistle	2013/2014	bramkarz	37	42	18	0.48648648648648648649	7
32496	Allan McGregor	8548	Rangers	2010/2011	bramkarz	37	28	18	0.48648648648648648649	4
32657	Victor Valdes	8634	FC Barcelona	2011/2012	bramkarz	35	28	17	0.48571428571428571429	5
26241	Olivier Sorin	8583	AJ Auxerre	2009/2010	bramkarz	35	29	17	0.48571428571428571429	6
25540	Vincent Enyeama	8639	LOSC Lille	2015/2016	bramkarz	35	25	17	0.48571428571428571429	8
27299	Manuel Neuer	9823	FC Bayern Munich	2013/2014	bramkarz	31	20	15	0.48387096774193548387	8
31293	Steve Mandanda	8592	Olympique de Marseille	2012/2013	bramkarz	38	36	18	0.47368421052631578947	6
31432	Joe Hart	8456	Manchester City	2012/2013	bramkarz	38	34	18	0.47368421052631578947	6
41097	Stephane Ruffier	9853	AS Saint-Étienne	2014/2015	bramkarz	38	30	18	0.47368421052631578947	6
31432	Joe Hart	8456	Manchester City	2010/2011	bramkarz	38	33	18	0.47368421052631578947	5
30989	Julio Cesar	8636	Inter	2008/2009	bramkarz	36	28	17	0.47222222222222222222	6
36617	Andreas Isaksson	8640	PSV	2009/2010	bramkarz	34	29	16	0.47058823529411764706	7
30859	Petr Cech	9825	Arsenal	2015/2016	bramkarz	34	31	16	0.47058823529411764706	9
30859	Petr Cech	8455	Chelsea	2013/2014	bramkarz	34	24	16	0.47058823529411764706	9
215168	Bernd Leno	8178	Bayer 04 Leverkusen	2014/2015	bramkarz	34	37	16	0.47058823529411764706	7
27358	Roman Weidenfeller	9789	Borussia Dortmund	2011/2012	bramkarz	32	22	15	0.46875	6
10637	Andris Vanins	10179	FC Sion	2011/2012	bramkarz	32	31	15	0.46875	6
210164	Alphonse Areola	10205	Villarreal CF	2015/2016	bramkarz	32	26	15	0.46875	10
32496	Allan McGregor	8548	Rangers	2011/2012	bramkarz	37	27	17	0.45945945945945945946	8
32746	Morgan De Sanctis	8686	Roma	2014/2015	bramkarz	35	26	16	0.45714285714285714286	8
33986	Andres Palop	8302	Sevilla FC	2008/2009	bramkarz	35	35	16	0.45714285714285714286	7
26295	Hugo Lloris	9748	Olympique Lyonnais	2008/2009	bramkarz	35	27	16	0.45714285714285714286	7
30660	Pepe Reina	8650	Liverpool	2012/2013	bramkarz	31	34	14	0.45161290322580645161	8
31293	Steve Mandanda	8592	Olympique de Marseille	2008/2009	bramkarz	38	35	17	0.44736842105263157895	9
30660	Pepe Reina	8650	Liverpool	2009/2010	bramkarz	38	35	17	0.44736842105263157895	8
41097	Stephane Ruffier	9853	AS Saint-Étienne	2012/2013	bramkarz	38	32	17	0.44736842105263157895	9
32746	Morgan De Sanctis	9875	Napoli	2010/2011	bramkarz	38	39	17	0.44736842105263157895	6
30989	Julio Cesar	8636	Inter	2009/2010	bramkarz	38	34	17	0.44736842105263157895	8
31432	Joe Hart	8456	Manchester City	2011/2012	bramkarz	38	29	17	0.44736842105263157895	9
