31465	Tim Howard	8668	Everton	2008/2009	bramkarz	38	37	17	0.44736842105263157895	9
26168	Cedric Carrasso	9827	Girondins de Bordeaux	2012/2013	bramkarz	38	34	17	0.44736842105263157895	9
42422	Samir Handanovic	8600	Udinese	2011/2012	bramkarz	36	34	16	0.44444444444444444444	10
41466	Diego Lopez	8633	Real Madrid CF	2013/2014	bramkarz	36	36	16	0.44444444444444444444	10
26295	Hugo Lloris	9748	Olympique Lyonnais	2009/2010	bramkarz	36	33	16	0.44444444444444444444	10
96623	Sergio Asenjo	10205	Villarreal CF	2014/2015	bramkarz	34	31	15	0.44117647058823529412	9
41618	Yann Sommer	9788	Borussia Mönchengladbach	2014/2015	bramkarz	34	26	15	0.44117647058823529412	9
26523	Nicolas Douchez	9851	Stade Rennais FC	2010/2011	bramkarz	37	34	16	0.43243243243243243243	7
27358	Roman Weidenfeller	9789	Borussia Dortmund	2010/2011	bramkarz	33	21	14	0.42424242424242424242	8
30726	Edwin van der Sar	10260	Manchester United	2010/2011	bramkarz	33	32	14	0.42424242424242424242	8
40916	Nikolai Mihaylov	8611	FC Twente	2010/2011	bramkarz	31	26	13	0.41935483870967741935	10
