9772	SL Benfica	A	3	890	1295	0.68725868725868725869
8548	Rangers	A	3	572	836	0.68421052631578947368
8634	FC Barcelona	A	3	1128	1662	0.67870036101083032491
9773	FC Porto	A	3	846	1286	0.65785381026438569207
8633	Real Madrid CF	A	3	1086	1669	0.650689035350509287
9925	Celtic	A	3	1077	1668	0.64568345323741007194
9823	FC Bayern Munich	A	3	924	1496	0.61764705882352941176
8593	Ajax	A	3	803	1386	0.57936507936507936508
9885	Juventus	A	3	924	1650	0.56
8640	PSV	A	3	748	1375	0.544
