165624	Marcelo Larrondo	82.0861678004535147	190	8535	2	3	6
535938	Gabriel Boschilia	63.0385487528344671	172	9829	1	3	3
188565	Anthony Loustallot	77.0975056689342404	182	9941	1	3	3
113702	Mariano Angel Paglialunga	78.0045351473922902	182	8530	1	3	3
41942	Andrea Esposito	83.9002267573696145	190	10233	2	3	6
18590	Cristian Llama	76.1904761904761905	180	8535	1	3	3
188503	Kyle Hutton	78.0045351473922902	187	8548	1	3	3
538333	Gilles Ruyssen	86.1678004535147392	185	9991	1	3	3
540073	Gian-Luca Waldschmidt	73.0158730158730159	180	9810	1	3	3
541820	Nicolo Barella	68.0272108843537415	172	8529	1	3	3
